SegmentIndex,ECG_R_Peak_1Based,PPG_Systolic_Peak_1Based
129,,15359
130,135,1
130,389,253
130,643,509
130,894,764
130,1147,1014
130,1305,1268
130,1650,1766
130,1903,2019
130,2150,2270
130,2396,2513
130,2644,2762
130,2890,3005
130,3136,3254
130,3383,3501
130,3629,3748
130,3878,3998
130,4126,4241
130,4375,4488
130,4625,4743
130,4876,4991
130,5127,5246
130,5382,5501
130,5637,5754
130,5891,6014
130,6148,6267
130,6402,6521
130,6656,6775
130,6911,7026
130,7166,7283
130,7422,7543
130,7678,7796
130,7933,8054
130,8188,8308
130,8444,8563
130,8701,8820
130,8960,9080
130,9217,9340
130,9473,9593
130,9732,9850
130,9993,10111
130,10253,10369
130,10511,10630
130,10766,10887
130,11021,11140
130,11275,11394
130,11531,11649
130,11784,11902
130,12038,12156
130,12292,12414
130,12547,12669
130,12804,12924
130,13059,13178
130,13312,13431
130,13566,13683
130,13823,13943
130,14079,14199
130,14332,14448
130,14585,14702
130,14836,14955
130,15089,15209
130,15341,
131,230,100
131,481,349
131,733,596
131,986,850
131,1238,1103
131,1488,1356
131,1737,1609
131,1988,1857
131,2237,2107
131,2486,2356
131,2735,2604
131,2986,2857
131,3237,3107
131,3489,3356
131,3741,3610
131,3993,3859
131,4245,4111
131,4500,4364
131,4754,4618
131,5008,4875
131,5264,5127
131,5521,5381
131,5778,5640
131,6035,5896
131,6292,6155
131,6552,6411
131,6813,6669
131,7073,6927
131,7334,7188
131,7595,7452
131,7857,7712
131,8119,7976
131,8377,8233
131,8632,8493
131,8885,8750
131,9139,9005
131,9392,9253
131,9644,9510
131,9889,9761
131,10128,10010
131,10374,10248
131,10617,10493
131,10859,10741
131,11099,10979
131,11343,11209
131,11585,11452
131,11824,11692
131,12059,11911
131,12294,12167
131,12531,12408
131,12772,12650
131,13009,12888
131,13245,13134
131,13483,13364
131,13731,13600
131,13981,13855
131,14234,14104
131,14492,14354
131,14752,14614
131,15016,14870
131,15280,15135
132,181,35
132,440,302
132,697,561
132,953,818
132,1210,1072
132,1469,1329
132,1727,1589
132,1986,1846
132,2247,2103
132,2507,2367
132,2764,2628
132,3020,2883
132,3277,3141
132,3537,3393
132,3797,3658
132,4058,3916
132,4320,4176
132,4586,4442
132,4852,4707
132,5118,4970
132,5384,5241
132,5651,5505
132,5915,5773
132,6177,6035
132,6438,6302
132,6697,6559
132,6956,6818
132,7214,7074
132,7471,7337
132,7729,7592
132,7986,7847
132,8244,8109
132,8499,8361
132,8761,8621
132,9022,8880
132,9284,9140
132,9547,9402
132,9811,9666
132,10073,9928
132,10335,10191
132,10597,10453
132,10854,10716
132,11109,10976
132,11361,11227
132,11613,11481
132,11865,11732
132,12116,11984
132,12367,12232
132,12616,12484
132,12866,12740
132,13115,12986
132,13366,13235
132,13618,13483
132,13869,13737
132,14122,13990
132,14376,14238
132,14629,14498
132,14881,14748
132,15132,14999
132,,15252
133,24,143
133,277,395
133,528,647
133,778,895
133,1028,1144
133,1278,1397
133,1530,1651
133,1780,1899
133,2032,2151
133,2283,2404
133,2534,2650
133,2785,2904
133,3036,3153
133,3289,3406
133,3543,3662
133,3797,3913
133,4050,4170
133,4305,4420
133,4563,4680
133,4820,4937
133,5078,5196
133,5334,5449
133,5590,5707
133,5847,5967
133,6102,6221
133,6358,6482
133,6615,6734
133,6872,6994
133,7130,7250
133,7389,7511
133,7648,7771
133,7904,8025
133,8161,8281
133,8419,8538
133,8676,8796
133,8932,9048
133,9185,9303
133,9440,9554
133,9696,9815
133,9953,10073
133,10210,10328
133,10466,10581
133,10721,10837
133,10980,11099
133,11239,11359
133,11496,11612
133,11750,11866
133,12003,12123
133,12257,12372
133,12512,12627
133,12767,12886
133,13024,13140
133,13278,13397
133,13535,13654
133,13793,13906
133,14051,14168
133,14310,14424
133,14567,14687
133,14828,14948
133,15089,15210
133,15349,
134,249,111
134,506,368
134,764,627
134,1022,885
134,1278,1141
134,1532,1396
134,1784,1652
134,2035,1903
134,2285,2149
134,2534,2401
134,2782,2652
134,3029,2901
134,3277,3146
134,3524,3395
134,3772,3641
134,4022,3891
134,4272,4140
134,4525,4388
134,4775,4642
134,5029,4894
134,5286,5145
134,5545,5401
134,5805,5665
134,6064,5923
134,6324,6180
134,6587,6440
134,6853,6705
134,7114,6974
134,7373,7231
134,7632,7492
134,7889,7750
134,8140,8006
134,8388,8261
134,8637,8509
134,8885,8756
134,9131,9003
134,9378,9248
134,9624,9496
134,9874,9743
134,10124,9993
134,10377,10245
134,10629,10499
134,10879,10751
134,11133,11002
134,11385,11253
134,11638,11501
134,11892,11754
134,12145,12011
134,12397,12263
134,12649,12517
134,12903,12768
134,13157,13020
134,13415,13277
134,13670,13533
134,13926,13789
134,14183,14044
134,14442,14298
134,14701,14557
134,14964,14819
134,15227,15080
134,,15346
135,131,1.84467e+19
135,395,252
135,657,511
135,916,773
135,1175,1035
135,1435,1294
135,1695,1551
135,1955,1816
135,2214,2077
135,2474,2337
135,2735,2596
135,2995,2854
135,3254,3112
135,3513,3375
135,3771,3628
135,4031,3889
135,4290,4151
135,4548,4406
135,4804,4667
135,5058,4925
135,5314,5177
135,5569,5430
135,5824,5687
135,6078,5938
135,6331,6194
135,6584,6446
135,6839,6701
135,7094,6956
135,7350,7213
135,7603,7464
135,7860,7715
135,8115,7975
135,8368,8230
135,8619,8483
135,8868,8733
135,9118,8988
135,9368,9232
135,9617,9484
135,9861,9730
135,10099,9975
135,10334,10216
135,10573,10449
135,10813,10691
135,11053,10935
135,11293,11176
135,11537,11413
135,11781,11653
135,12023,11901
135,12260,12141
135,12495,12376
135,12734,12610
135,12973,12853
135,13214,13089
135,13453,13333
135,13694,13569
135,13932,13802
135,14172,14047
135,14416,14285
135,14661,14530
135,14909,14775
135,15155,15023
135,,15276
136,44,160
136,291,405
136,542,660
136,794,912
136,1046,1161
136,1300,1414
136,1553,1669
136,1806,1919
136,2061,2175
136,2317,2432
136,2573,2687
136,2831,2947
136,3088,3204
136,3346,3461
136,3606,3719
136,3864,3979
136,4125,4246
136,4386,4507
136,4649,4767
136,4914,5034
136,5179,5297
136,5442,5562
136,5705,5824
136,5967,6084
136,6227,6345
136,6484,6601
136,6739,6858
136,6996,7114
136,7253,7369
136,7506,7621
136,7758,7875
136,8007,8126
136,8255,8369
136,8504,8622
136,8752,8868
136,9000,9117
136,9248,9367
136,9494,9610
136,9742,9858
136,9991,10111
136,10239,10342
136,10491,10607
136,10742,10859
136,10995,11112
136,11249,11370
136,11501,11620
136,11751,11868
136,12002,12119
136,12262,12385
136,12519,12636
136,12766,12884
136,13009,13120
136,13256,13374
136,13512,13638
136,13771,13883
136,14033,14150
136,14292,14412
136,14551,14674
136,14812,14934
136,15074,15189
136,15337,
137,241,100
137,504,359
137,763,624
137,1020,883
137,1279,1138
137,1541,1397
137,1805,1657
137,2069,1924
137,2335,2190
137,2602,2456
137,2868,2718
137,3138,2984
137,3407,3254
137,3678,3524
137,3945,3796
137,4212,4060
137,4474,4324
137,4734,4594
137,4997,4815
137,5259,5115
137,5521,5373
137,5783,5640
137,6046,5896
137,6309,6164
137,6573,6426
137,6836,6693
137,7101,6956
137,7365,7221
137,7630,7486
137,7894,7747
137,8156,8015
137,8418,8275
137,8678,8537
137,8934,8797
137,9191,9053
137,9442,9312
137,9693,9558
137,9945,9810
137,10196,10064
137,10444,10313
137,10691,10563
137,10936,10810
137,11181,11063
137,11426,11306
137,11668,11549
137,11909,11779
137,12150,12024
137,12391,12268
137,12628,12510
137,12863,12755
137,13099,12983
137,13337,13222
137,13576,13459
137,13811,13689
137,14043,13931
137,14275,14163
137,14507,14388
137,14743,14615
137,14981,14859
137,15220,15098
137,,15340
138,103,1.84467e+19
138,347,219
138,595,470
138,846,719
138,1101,971
138,1355,1223
138,1611,1479
138,1872,1738
138,2135,1993
138,2397,2259
138,2657,2517
138,2916,2779
138,3174,3037
138,3435,3298
138,3695,3560
138,3955,3816
138,4214,4074
138,4472,4334
138,4731,4590
138,4991,4851
138,5252,5114
138,5513,5373
138,5772,5631
138,6031,5890
138,6292,6150
138,6553,6414
138,6815,6673
138,7076,6938
138,7334,7198
138,7589,7454
138,7846,7709
138,8103,7964
138,8361,8224
138,8618,8480
138,8877,8738
138,9134,8999
138,9395,9261
138,9656,9517
138,9917,9779
138,10177,10038
138,10437,10301
138,10695,10560
138,10956,10815
138,11216,11075
138,11475,11335
138,11734,11597
138,11991,11855
138,12247,12111
138,12503,12365
138,12758,12626
138,13013,12876
138,13269,13133
138,13525,13389
138,13780,13645
138,14038,13897
138,14296,14159
138,14555,14411
138,14812,14675
138,15069,14928
138,15320,15192
139,212,83
139,458,330
139,704,570
139,812,825
139,946,1044
139,1188,1299
139,1433,1547
139,1678,1783
139,1923,2033
139,2167,2281
139,2414,2532
139,2662,2784
139,2912,3035
139,3164,3286
139,3419,3540
139,3671,3795
139,3926,4043
139,4183,4308
139,4441,4564
139,4700,4824
139,4958,5081
139,5219,5339
139,5485,5603
139,5751,5875
139,6017,6137
139,6282,6406
139,6546,6666
139,6812,6932
139,7081,7202
139,7349,7468
139,7618,7737
139,7886,8004
139,8155,8278
139,8421,8537
139,8687,8808
139,8956,9075
139,9224,9342
139,9491,9614
139,9758,9877
139,10024,10140
139,10290,10406
139,10556,10673
139,10823,10940
139,11089,11208
139,11357,11480
139,11625,11748
139,11897,12017
139,12172,12294
139,12446,12567
139,12719,12838
139,12993,13115
139,13266,13387
139,13538,13658
139,13807,13927
139,14076,14194
139,14343,14462
139,14608,14727
139,14870,14990
139,15130,15251
140,26,146
140,288,408
140,548,667
140,806,923
140,1062,1181
140,1320,1435
140,1579,1699
140,1840,1958
140,2102,2217
140,2360,2476
140,2621,2740
140,2882,2998
140,3142,3258
140,3403,3519
140,3661,3780
140,3920,4037
140,4179,4296
140,4438,4555
140,4693,4814
140,4947,5069
140,5203,5321
140,5459,5581
140,5715,5834
140,5970,6089
140,6227,6347
140,6485,6606
140,6745,6867
140,7006,7124
140,7267,7387
140,7531,7650
140,7793,7913
140,8057,8174
140,8321,8438
140,8586,8705
140,8855,8975
140,9120,9238
140,9383,9500
140,9643,9763
140,9904,10021
140,10164,10281
140,10423,10537
140,10681,10797
140,10942,11060
140,11205,11323
140,11470,11588
140,11732,11853
140,11998,12118
140,12264,12380
140,12532,12648
140,12798,12920
140,13067,13185
140,13337,13454
140,13605,13726
140,13870,13992
140,14135,14257
140,14400,14520
140,14664,14788
140,14927,15048
140,15192,15313
141,96,1.84467e+19
141,361,217
141,624,482
141,888,743
141,1155,1008
141,1425,1277
141,1692,1544
141,1960,1811
141,2227,2079
141,2493,2347
141,2760,2613
141,3024,2880
141,3287,3144
141,3550,3405
141,3814,3668
141,4076,3934
141,4340,4195
141,4606,4457
141,4872,4726
141,5138,4988
141,5404,5256
141,5672,5522
141,5941,5793
141,6212,6057
141,6480,6327
141,6749,6599
141,7018,6867
141,7287,7139
141,7552,7410
141,7817,7673
141,8083,7941
141,8350,8204
141,8616,8468
141,8882,8734
141,9152,9007
141,9423,9272
141,9693,9543
141,9961,9815
141,10233,10081
141,10503,10352
141,10771,10623
141,11039,10893
141,11306,11160
141,11571,11424
141,11837,11689
141,12102,11956
141,12371,12224
141,12642,12488
141,12915,12758
141,13186,13031
141,13455,13304
141,13727,13573
141,13997,13844
141,14266,14117
141,14535,14383
141,14804,14652
141,15073,14922
141,15341,15188
142,252,99
142,519,369
142,785,635
142,1051,904
142,1315,1174
142,1582,1435
142,1848,1700
142,2113,1972
142,2377,2231
142,2644,2495
142,2914,2764
142,3184,3035
142,3453,3303
142,3721,3572
142,3996,3842
142,4269,4115
142,4468,4387
142,4810,4538
142,5078,4927
142,5342,5195
142,5603,5462
142,5867,5721
142,6133,5981
142,6400,6247
142,6666,6521
142,6934,6782
142,7207,7055
142,7480,7327
142,7750,7598
142,8025,7867
142,8300,8144
142,8572,8420
142,8753,8693
142,9100,9215
142,9365,9478
142,9625,9746
142,9884,10007
142,10144,10267
142,10406,10525
142,10667,10791
142,10926,11051
142,11192,11317
142,11456,11581
142,11718,11840
142,11982,12103
142,12246,12367
142,12510,12630
142,12772,12893
142,13033,13154
142,13294,13412
142,13554,13675
142,13817,13937
142,14078,14196
142,14343,14461
142,14607,14727
142,14871,14993
142,15134,15253
143,41,160
143,308,429
143,580,698
143,849,971
143,1119,1240
143,1391,1509
143,1664,1779
143,1850,1910
143,2200,2315
143,2468,2586
143,2729,2849
143,2988,3111
143,3246,3365
143,3507,3627
143,3685,4130
143,4024,4408
143,4287,4675
143,4548,4935
143,4808,5193
143,5068,5456
143,5331,5716
143,5594,5979
143,5858,6246
143,6123,6509
143,6385,6765
143,6645,7027
143,6906,7294
143,7173,7556
143,7438,7824
143,7701,8088
143,7967,8357
143,8236,8622
143,8502,8890
143,8768,9160
143,9037,9428
143,9307,9695
143,9575,9959
143,9840,10226
143,10105,10490
143,10370,10754
143,10633,11014
143,10896,11273
143,11156,11539
143,11419,11799
143,11681,12065
143,11943,12328
143,12207,12598
143,12475,12866
143,12743,13135
143,13009,13397
143,13274,13664
143,13544,13934
143,13813,14201
143,14080,14472
143,14345,14734
143,14614,15003
143,14883,15273
143,15153,
144,59,1.84467e+19
144,325,178
144,591,441
144,858,711
144,1125,986
144,1391,1248
144,1659,1514
144,1929,1786
144,2199,2050
144,2395,2322
144,2734,2460
144,3004,2853
144,3270,3126
144,3534,3390
144,3800,3654
144,4065,3914
144,4329,4186
144,4589,4445
144,4848,4708
144,5109,4963
144,5372,5227
144,5635,5493
144,5900,5759
144,6170,6025
144,6439,6293
144,6707,6560
144,6977,6829
144,7249,7101
144,7523,7371
144,7796,7646
144,8069,7919
144,8348,8191
144,8629,8469
144,8906,8751
144,9178,9026
144,9447,9298
144,9718,9568
144,9988,9835
144,10255,10109
144,10516,10377
144,10779,10637
144,11043,10895
144,11305,11160
144,11571,11430
144,11837,11695
144,12108,11958
144,12381,12230
144,12646,12505
144,12915,12765
144,13187,13035
144,13460,13310
144,13732,13579
144,14000,13851
144,14273,14119
144,14543,14395
144,14809,14665
144,15072,14931
144,15335,15194
145,239,97
145,506,364
145,773,632
145,1042,891
145,1311,1161
145,1582,1435
145,1851,1712
145,2120,1975
145,2390,2247
145,2659,2514
145,2928,2782
145,3199,3052
145,3470,3323
145,3742,3594
145,4008,3861
145,4267,4131
145,4525,4389
145,4784,4645
145,5043,4903
145,5305,5161
145,5564,5418
145,5829,5685
145,6095,5949
145,6364,6220
145,6629,6489
145,6894,6752
145,7163,7019
145,7432,7286
145,7701,7551
145,7971,7824
145,8245,8098
145,8521,8369
145,8798,8642
145,9071,8922
145,9344,9195
145,9617,9467
145,9885,9741
145,10149,10010
145,10412,10272
145,10675,10535
145,10939,10795
145,11202,11061
145,11466,11323
145,11733,11587
145,12000,11862
145,12267,12126
145,12534,12397
145,12804,12655
145,13078,12930
145,13355,13202
145,13625,13476
145,13897,13748
145,14170,14018
145,14444,14290
145,14721,14563
145,14990,14843
145,15260,15112
145,,15359
146,171,20
146,439,292
146,703,559
146,968,821
146,1233,1089
146,1498,1358
146,1763,1614
146,2031,1881
146,2299,2151
146,2576,2426
146,2851,2702
146,3123,2978
146,3391,3249
146,3661,3517
146,3930,3784
146,4202,4055
146,4473,4324
146,4746,4596
146,5023,4866
146,5299,5147
146,5575,5423
146,5849,5696
146,6126,5978
146,6400,6248
146,6674,6524
146,6945,6794
146,7213,7063
146,7481,7334
146,7748,7604
146,8013,7869
146,8281,8128
146,8550,8403
146,8818,8679
146,9085,8941
146,9353,9205
146,9624,9474
146,9896,9747
146,10166,10019
146,10436,10289
146,10711,10561
146,10986,10836
146,11260,11114
146,11532,11387
146,11801,11658
146,12073,11924
146,12347,12194
146,12620,12471
146,12890,12740
146,13156,13011
146,13421,13277
146,13685,13545
146,13948,13803
146,14209,14069
146,14475,14330
146,14743,14596
146,15012,14864
146,15280,15138
147,193,40
147,467,320
147,743,589
147,1015,865
147,1290,1139
147,1564,1412
147,1840,1684
147,2114,1963
147,2385,2235
147,2656,2502
147,2923,2775
147,3190,3044
147,3457,3305
147,3724,3575
147,3995,3850
147,4269,4117
147,4541,4394
147,4814,4662
147,5090,4938
147,5365,5214
147,5640,5488
147,5911,5765
147,6180,6030
147,6451,6300
147,6723,6574
147,6990,6847
147,7258,7115
147,7523,7387
147,7789,7647
147,8049,7912
147,8309,8174
147,8572,8428
147,8835,8691
147,9100,8955
147,9368,9218
147,9638,9484
147,9907,9759
147,10177,10028
147,10452,10302
147,10729,10576
147,11008,10848
147,11281,11130
147,11558,11405
147,11835,11674
147,12111,11956
147,12382,12233
147,12653,12501
147,12926,12777
147,13194,13048
147,13458,13312
147,13718,13583
147,13981,13842
147,14168,14102
147,14508,14230
147,14776,14626
147,15046,14891
147,15315,15166
148,222,75
148,492,347
148,764,619
148,1036,891
148,1305,1160
148,1570,1428
148,1838,1694
148,2108,1957
148,2377,2231
148,2646,2498
148,2918,2768
148,3193,3037
148,3464,3320
148,3735,3586
148,4008,3854
148,4279,4126
148,4553,4398
148,4823,4674
148,5093,4944
148,5362,5214
148,5628,5481
148,5896,5746
148,6157,6035
148,6416,6279
148,6676,6536
148,6938,6797
148,7202,7058
148,7468,7326
148,7737,7588
148,8010,7863
148,8287,8132
148,8560,8412
148,8833,8681
148,9111,8957
148,9392,9236
148,9673,9518
148,9952,9796
148,10232,10076
148,10515,10354
148,10795,10640
148,11070,10915
148,11337,11198
148,11603,11457
148,11866,11721
148,12130,11986
148,12396,12251
148,12666,12518
148,12933,12789
148,13200,13059
148,13470,13324
148,13741,13594
148,14011,13866
148,14278,14135
148,14549,14399
148,14819,14672
148,15089,14942
148,15359,15216
149,265,125
149,533,390
149,797,654
149,1061,920
149,1324,1181
149,1588,1447
149,1854,1706
149,2123,1975
149,2390,2245
149,2654,2511
149,2920,2777
149,3186,3043
149,3451,3309
149,3713,3568
149,3976,3837
149,4242,4096
149,4509,4362
149,4693,4629
149,5037,4752
149,5304,5152
149,5568,5422
149,5830,5687
149,6089,5949
149,6349,6208
149,6611,6470
149,6874,6736
149,7139,6997
149,7405,7257
149,7676,7533
149,7936,7797
149,8225,8061
149,8498,8346
149,8774,8622
149,9054,8896
149,9334,9177
149,9609,9456
149,9879,9735
149,10144,10001
149,10409,10265
149,10673,10528
149,10841,10788
149,11202,11310
149,11470,11586
149,11735,11864
149,11999,12130
149,12266,12392
149,12532,12655
149,12801,12927
149,13071,13194
149,13343,13468
149,13614,13739
149,13885,14012
149,14153,14276
149,14419,14542
149,14687,14809
149,14957,15080
149,15227,15350
150,129,1.84467e+19
150,389,248
150,654,506
150,921,773
150,1188,1040
150,1456,1311
150,1728,1583
150,2003,1854
150,2277,2129
150,2548,2404
150,2823,2672
150,3097,2948
150,3370,3221
150,3641,3492
150,3914,3765
150,4187,4037
150,4459,4311
150,4731,4585
150,5001,4854
150,5275,5126
150,5550,5399
150,5819,5675
150,6083,5940
150,6346,6209
150,6608,6468
150,6868,6728
150,7127,6982
150,7391,7251
150,7658,7511
150,7924,7779
150,8195,8045
150,8468,8322
150,8737,8593
150,9008,8862
150,9283,9134
150,9562,9408
150,9839,9684
150,10112,9961
150,10385,10229
150,10656,10501
150,10926,10778
150,11197,11050
150,11472,11326
150,11750,11598
150,12026,11874
150,12300,12146
150,12577,12421
150,12854,12699
150,13128,12973
150,13395,13253
150,13659,13519
150,13925,13785
150,14190,14049
150,14456,14317
150,14721,14578
150,14989,14847
150,15257,15116
150,,15359
151,165,22
151,431,292
151,703,556
151,975,825
151,1247,1099
151,1517,1371
151,1792,1637
151,2065,1913
151,2339,2186
151,2605,2462
151,2870,2724
151,3133,2994
151,3659,3254
151,3927,3771
151,4196,4046
151,4464,4315
151,4734,4590
151,5004,4861
151,5273,5132
151,5546,5393
151,5818,5668
151,6092,5939
151,6366,6217
151,6639,6489
151,6914,6760
151,7188,7035
151,7458,7310
151,7733,7584
151,8001,7855
151,8272,8121
151,8536,8433
151,8797,8662
151,9058,8920
151,9324,9181
151,9594,9443
151,9863,9715
151,10134,9982
151,10411,10252
151,10688,10537
151,10962,10810
151,11238,11089
151,11518,11361
151,11796,11643
151,12070,11922
151,12343,12191
151,12617,12463
151,12884,12742
151,13145,13004
151,13407,13269
151,13675,13530
151,13948,13802
151,14222,14074
151,14497,14349
151,14775,14619
151,15053,14897
151,15332,15178
152,246,99
152,519,369
152,794,641
152,1068,917
152,1339,1194
152,1616,1461
152,1895,1739
152,2172,2014
152,2445,2291
152,2713,2568
152,2974,2836
152,3240,3097
152,3508,3356
152,3781,3627
152,4053,3906
152,4328,4349
152,4604,4731
152,4873,4998
152,5146,5266
152,5419,5545
152,5694,5814
152,5965,6086
152,6235,6356
152,6505,6625
152,6776,6899
152,7042,7165
152,7302,7427
152,7563,7694
152,7829,7954
152,8092,8219
152,8354,8479
152,8617,8744
152,8884,9012
152,9153,9283
152,9422,9549
152,9691,9817
152,9959,10081
152,10228,10355
152,10499,10623
152,10769,10893
152,11033,11158
152,11297,11418
152,11560,11683
152,11822,11945
152,12079,12202
152,12330,12455
152,12584,12703
152,12839,12962
152,13101,13226
152,13363,13486
152,13627,13755
152,13893,14019
152,14162,14288
152,14436,14557
152,14708,14831
152,14987,15110
152,15272,15359
153,196,32
153,487,318
153,779,615
153,1069,905
153,1357,1193
153,1644,1483
153,1929,1767
153,2210,2054
153,2487,2336
153,2762,2612
153,3037,2887
153,3312,3165
153,3583,3436
153,3853,3706
153,4123,3977
153,4389,4250
153,4652,4511
153,4915,4773
153,5180,5039
153,5443,5302
153,5703,5568
153,5963,5821
153,6219,6082
153,6475,6340
153,6728,6592
153,6982,6848
153,7237,7104
153,7494,7358
153,7754,7612
153,8024,7872
153,8299,8144
153,8578,8419
153,8865,8699
153,9148,8982
153,9432,9271
153,9717,9559
153,9997,9842
153,10274,10126
153,10552,10403
153,10827,10681
153,11099,10953
153,11369,11226
153,11637,11495
153,11901,11762
153,12165,12030
153,12423,12288
153,12678,12548
153,12927,12789
153,13172,13048
153,13417,13293
153,13662,13531
153,13908,13781
153,14156,14022
153,14408,14267
153,14660,14526
153,14915,14777
153,15169,15024
153,,15281
154,66,1.84467e+19
154,323,183
154,580,441
154,839,702
154,1102,962
154,1365,1223
154,1627,1485
154,1890,1745
154,2153,2010
154,2413,2276
154,2671,2532
154,2930,2797
154,3188,3053
154,3449,3314
154,3710,3574
154,3974,3832
154,4240,4097
154,4507,4363
154,4776,4628
154,5046,4903
154,5312,5168
154,5578,5434
154,5843,5701
154,6105,5969
154,6364,6228
154,6621,6482
154,6878,6742
154,7135,7000
154,7390,7258
154,7643,7511
154,7896,7762
154,8148,8017
154,8403,8271
154,8659,8524
154,8920,8778
154,9185,9037
154,9449,9302
154,9714,9570
154,9982,9834
154,10250,10097
154,10519,10371
154,10791,10640
154,11064,10915
154,11339,11182
154,11614,11460
154,11889,11733
154,12162,12017
154,12438,12287
154,12712,12562
154,12982,12839
154,13250,13104
154,13517,13375
154,14048,13643
154,14316,14167
154,14582,14437
154,14845,14702
154,15106,14973
154,,15232
155,6,132
155,264,393
155,521,646
155,776,901
155,1033,1159
155,1287,1412
155,1540,1665
155,1795,1916
155,2046,2171
155,2297,2419
155,2548,2671
155,2800,2923
155,3049,3173
155,3299,3420
155,3552,3675
155,3806,3931
155,4061,4184
155,4321,4447
155,4580,4705
155,4836,4963
155,5087,5214
155,5340,5471
155,5585,5714
155,5829,5988
155,6074,6155
155,6316,6409
155,6556,6686
155,6797,6920
155,7038,7159
155,7279,7400
155,7517,7633
155,7755,7868
155,7993,8117
155,8233,8360
155,8471,8599
155,8707,8828
155,8943,9065
155,9180,9300
155,9419,9544
155,9659,9781
155,9896,10016
155,10135,10253
155,10373,10492
155,10613,10737
155,10853,10975
155,11091,11213
155,11328,11444
155,11565,11686
155,11803,11924
155,12043,12157
155,12280,12400
155,12518,12633
155,12755,12870
155,12992,13109
155,13231,13347
155,13472,13589
155,13710,13833
155,13950,14070
155,14191,14311
155,14434,14558
155,14676,14799
155,14920,15041
155,15166,15289
156,50,1.84467e+19
156,296,173
156,541,417
156,785,661
156,1029,905
156,1272,1147
156,1516,1392
156,1759,1636
156,1999,1883
156,2239,2115
156,2480,2359
156,2722,2599
156,2966,2842
156,3209,3085
156,3453,3331
156,3698,3574
156,3944,3816
156,4191,4061
156,4437,4310
156,4683,4557
156,4926,4803
156,5170,5046
156,5412,5289
156,5655,5526
156,5901,5776
156,6146,6019
156,6396,6268
156,6646,6519
156,6899,6770
156,7153,7024
156,7405,7273
156,7660,7529
156,7913,7787
156,8162,8042
156,8411,8285
156,8658,8538
156,8908,8782
156,9156,9031
156,9405,9279
156,9654,9528
156,9902,9777
156,10151,10022
156,10401,10272
156,10652,10522
156,10904,10772
156,11158,11023
156,11411,11280
156,11662,11536
156,11915,11785
156,12172,12043
156,12429,12299
156,12689,12555
156,12957,12814
156,13233,13076
156,13512,13355
156,13796,13635
156,14083,13911
156,14370,14211
156,14653,14491
156,14936,14772
156,15219,15056
156,,15342
157,137,1.84467e+19
157,414,262
157,687,535
157,961,813
157,1231,1089
157,1501,1360
157,1769,1627
157,2032,1898
157,2296,2155
157,2559,2420
157,2824,2683
157,3090,2949
157,3358,3216
157,3625,3482
157,3894,3752
157,4160,4019
157,4426,4284
157,4694,4552
157,4961,4822
157,5224,5083
157,5488,5348
157,5750,5609
157,6008,5871
157,6270,6131
157,6537,6392
157,6805,6658
157,7078,6927
157,7353,7204
157,7633,7474
157,7913,7754
157,8195,8032
157,8476,8314
157,8763,8597
157,9051,8886
157,9331,9177
157,9610,9458
157,9884,9735
157,10156,10014
157,10424,10285
157,10688,10550
157,10951,10819
157,11213,11078
157,11474,11337
157,11735,11599
157,11995,11861
157,12253,12121
157,12511,12370
157,12770,12637
157,13028,12894
157,13287,13151
157,13544,13411
157,13801,13665
157,14059,13923
157,14318,14182
157,14577,14440
157,14838,14701
157,15101,14955
157,,15221
158,257,123
158,512,376
158,767,633
158,1020,889
158,1271,1140
158,1521,1391
158,1774,1641
158,2026,1890
158,2277,2144
158,2529,2396
158,2780,2646
158,3029,2902
158,3279,3147
158,3530,3404
158,3781,3654
158,4030,3902
158,4282,4152
158,4535,4405
158,4796,4660
158,5060,4921
158,5326,5193
158,5595,5445
158,5863,5715
158,6132,5979
158,6402,6251
158,6671,6516
158,6939,6783
158,7206,7057
158,7471,7333
158,7736,7593
158,8002,7862
158,8264,8127
158,8523,8388
158,8780,8644
158,9036,8908
158,9289,9162
158,9544,9409
158,9796,9667
158,10048,9919
158,10297,10171
158,10549,10419
158,10802,10670
158,11055,10925
158,11309,11175
158,11567,11427
158,11826,11689
158,12084,11947
158,12342,12208
158,12600,12469
158,12856,12723
158,13112,12978
158,13366,13237
158,13619,13492
158,13871,13741
158,14123,13993
158,14374,14244
158,14626,14498
158,14876,14749
158,15124,15000
158,,15246
159,11,134
159,259,381
159,506,624
159,750,869
159,996,1117
159,1240,1359
159,1484,1604
159,1727,1847
159,1969,2085
159,2210,2332
159,2451,2568
159,2688,2805
159,2925,3040
159,3161,3280
159,3400,3518
159,3640,3758
159,3881,4005
159,4123,4238
159,4368,4492
159,4615,4738
159,4865,4989
159,5115,5237
159,5369,5489
159,5622,5745
159,5875,6003
159,6126,6247
159,6377,6500
159,6629,6754
159,6878,7001
159,7128,7252
159,7380,7502
159,7629,7753
159,7878,7997
159,8129,8250
159,8380,8500
159,8631,8751
159,8881,9000
159,9128,9251
159,9374,9497
159,9619,9740
159,9866,9986
159,10115,10239
159,10364,10486
159,10614,10737
159,10868,10988
159,11125,11247
159,11386,11508
159,11648,11765
159,11913,12031
159,12181,12304
159,12446,12569
159,12712,12834
159,12980,13101
159,13243,13362
159,13507,13625
159,13777,13898
159,14047,14167
159,14322,14443
