SegmentIndex,ECG_R_Peak_1Based,PPG_Systolic_Peak_1Based
272,8429,7994
272,8713,8273
272,8988,8548
272,9265,8836
272,9546,9112
272,9827,9388
272,10108,9669
272,10385,9951
272,10661,10231
272,10938,10508
272,11215,10784
272,11489,11060
272,11762,11337
272,12036,11614
272,12309,11884
272,12582,12156
272,12857,12429
272,13135,12704
272,13418,12978
272,13700,13258
272,13979,13539
272,14152,13821
272,14539,14098
272,14824,14647
272,15099,14940
272,,15219
273,13,135
273,285,407
273,561,680
273,831,951
273,1105,1223
273,1381,1500
273,1656,1776
273,1929,2047
273,2203,2322
273,2478,2600
273,2755,2879
273,3026,3150
273,3301,3424
273,3578,3704
273,3856,3979
273,4130,4251
273,4400,4526
273,4675,4796
273,4947,5066
273,5220,5342
273,5492,5613
273,5764,5885
273,6037,6156
273,6313,6434
273,6586,6708
273,6858,6980
273,7131,7251
273,7406,7525
273,7679,7800
273,7951,8071
273,8227,8349
273,8504,8623
273,8782,8903
273,9059,9179
273,9337,9460
273,9619,9739
273,9901,10020
273,10177,10297
273,10454,10574
273,10732,10852
273,11010,11128
273,11284,11408
273,11559,11681
273,11835,11957
273,12107,12230
273,12377,12501
273,12651,12772
273,12927,13048
273,13202,13327
273,13474,13598
273,13751,13874
273,14032,14154
273,14310,14432
273,14588,14711
273,14864,14987
273,15140,15260
274,56,1.84467e+19
274,335,177
274,610,455
274,885,734
274,1160,1005
274,1438,1278
274,1712,1558
274,1986,1833
274,2265,2107
274,2544,2386
274,2822,2665
274,3097,2944
274,3370,3219
274,3646,3493
274,3920,3765
274,4193,4043
274,4467,4311
274,4744,4587
274,5021,4868
274,5292,5145
274,5565,5415
274,5842,5688
274,6119,5964
274,6397,6241
274,6672,6519
274,6949,6796
274,7227,7073
274,7502,7349
274,7774,7625
274,8048,7896
274,8324,8171
274,8600,8446
274,8873,8720
274,9144,8995
274,9419,9265
274,9696,9540
274,9972,9816
274,10244,10092
274,10517,10364
274,10799,10640
274,11081,10921
274,11358,11201
274,11633,11464
274,11908,11744
274,12186,12017
274,12462,12291
274,12738,12569
274,13010,12843
274,13285,13122
274,13563,13404
274,13840,13686
274,14115,13962
274,14666,14235
274,14944,14774
274,15219,15061
274,,15333
275,132,1.84467e+19
275,407,257
275,683,530
275,955,805
275,1227,1079
275,1500,1350
275,1775,1619
275,2048,1896
275,2320,2171
275,2595,2442
275,2870,2718
275,3144,2992
275,3417,3264
275,3696,3540
275,3974,3814
275,4252,4095
275,4531,4375
275,4812,4651
275,5090,4932
275,5368,5209
275,5642,5488
275,5917,5763
275,6193,6036
275,6468,6312
275,6740,6585
275,7013,6862
275,7289,7135
275,7567,7413
275,7839,7690
275,8113,7965
275,8389,8233
275,8663,8513
275,8934,8785
275,9209,9058
275,9486,9336
275,9762,9608
275,10035,9885
275,10308,10157
275,10583,10432
275,10860,10705
275,11132,10981
275,11408,11254
275,11683,11530
275,11959,11804
275,12233,12080
275,12510,12354
275,12789,12632
275,13068,12909
275,13345,13186
275,13622,13466
275,13903,13741
275,14184,14023
275,14461,14302
275,14737,14580
275,15013,14858
275,15289,15132
276,204,49
276,477,321
276,753,595
276,1032,877
276,1310,1155
276,1584,1432
276,1860,1710
276,2138,1983
276,2413,2260
276,2687,2538
276,2961,2808
276,3237,3083
276,3513,3360
276,3787,3636
276,4062,3909
276,4338,4184
276,4612,4460
276,4886,4733
276,5159,5007
276,5436,5278
276,5710,5557
276,5983,5831
276,6253,6103
276,6527,6375
276,6800,6648
276,7077,6920
276,7350,7199
276,7625,7470
276,7902,7745
276,8180,8021
276,8457,8297
276,8737,8577
276,9018,8856
276,9293,9137
276,9568,9410
276,9846,9694
276,10125,9969
276,10398,10246
276,10674,10520
276,10952,10796
276,11227,11073
276,11503,11348
276,11778,11626
276,12054,11902
276,12331,12176
276,12609,12453
276,12881,12733
276,13153,13000
276,13427,13275
276,13703,13549
276,13974,13825
276,14248,14098
276,14524,14369
276,14801,14646
276,15079,14924
276,15357,15197
277,278,115
277,557,399
277,836,679
277,1112,956
277,1388,1235
277,1665,1508
277,1941,1784
277,2215,2061
277,2489,2334
277,2769,2609
277,3047,2887
277,3320,3169
277,3595,3442
277,3871,3719
277,4146,3993
277,4420,4269
277,4694,4542
277,4970,4819
277,5244,5094
277,5516,5367
277,5790,5638
277,6067,5915
277,6342,6189
277,6615,6464
277,6889,6736
277,7164,7010
277,7436,7287
277,7709,7558
277,7980,7830
277,8256,8102
277,8533,8373
277,8810,8656
277,9086,8930
277,9365,9209
277,9643,9486
277,9921,9763
277,10195,10041
277,10467,10313
277,10745,10588
277,11027,10864
277,11307,11148
277,11584,11428
277,11865,11703
277,12146,11987
277,12423,12270
277,12698,12546
277,12975,12820
277,13250,13097
277,13524,13372
277,13795,13646
277,14069,13915
277,14345,14195
277,14620,14467
277,14891,14745
277,15166,15015
277,,15288
278,85,1.84467e+19
278,362,207
278,639,481
278,915,762
278,1193,1037
278,1474,1316
278,1750,1597
278,2026,1872
278,2303,2148
278,2580,2424
278,2852,2698
278,3126,2973
278,3401,3248
278,3680,3523
278,3956,3800
278,4232,4076
278,4508,4351
278,4783,4631
278,5058,4902
278,5331,5177
278,5602,5453
278,5878,5726
278,6157,6003
278,6430,6281
278,6706,6554
278,6984,6831
278,7265,7107
278,7543,7387
278,7821,7664
278,8102,7943
278,8385,8228
278,8664,8507
278,8939,8788
278,9219,9062
278,9497,9341
278,9775,9617
278,10051,9896
278,10327,10174
278,10604,10447
278,10877,10724
278,11149,11000
278,11426,11271
278,11702,11547
278,11978,11823
278,12253,12097
278,12528,12372
278,12805,12650
278,13084,12929
278,13362,13203
278,13639,13482
278,13916,13753
278,14194,14037
278,14473,14318
278,14746,14595
278,15019,14870
278,15294,15141
279,206,57
279,477,328
279,748,603
279,1023,871
279,1296,1142
279,1566,1416
279,1838,1684
279,2110,1959
279,2382,2234
279,2652,2505
279,2922,2774
279,3195,3046
279,3468,3316
279,3741,3587
279,4014,3863
279,4289,4132
279,4566,4410
279,4843,4685
279,5117,4963
279,5392,5237
279,5670,5512
279,5947,5792
279,6225,6068
279,6500,6343
279,6777,6620
279,7057,6899
279,7337,7181
279,7614,7455
279,7890,7733
279,8169,8015
279,8447,8296
279,8720,8567
279,8994,8840
279,9274,9117
279,9550,9396
279,9822,9670
279,10097,9946
279,10373,10221
279,10650,10494
279,10925,10772
279,11200,11043
279,11476,11325
279,11755,11599
279,12033,11875
279,12310,12154
279,12588,12429
279,12869,12709
279,13149,12989
279,13426,13272
279,13702,13546
279,13980,13823
279,14258,14100
279,14533,14379
279,14810,14652
279,15087,14931
279,,15208
280,274,119
280,546,394
280,822,665
280,1097,938
280,1371,1217
280,1646,1491
280,1924,1770
280,2203,2049
280,2480,2324
280,2757,2600
280,3036,2881
280,3318,3159
280,3601,3441
280,3878,3723
280,4157,3999
280,4437,4281
280,4715,4559
280,4990,4838
280,5266,5111
280,5543,5390
280,5820,5663
280,6095,5939
280,6370,6216
280,6643,6494
280,6919,6764
280,7196,7038
280,7470,7317
280,7742,7591
280,8016,7864
280,8291,8138
280,8562,8409
280,8835,8680
280,9112,8956
280,9388,9232
280,9664,9510
280,9937,9780
280,10212,10056
280,10488,10335
280,10763,10612
280,11037,10884
280,11311,11161
280,11587,11434
280,11865,11707
280,12138,11989
280,12414,12261
280,12695,12538
280,12971,12818
280,13244,13096
280,13517,13366
280,13793,13638
280,14065,13913
280,14335,14187
280,14605,14456
280,14878,14728
280,15150,14999
280,,15269
281,60,1.84467e+19
281,330,181
281,603,451
281,875,723
281,1147,997
281,1420,1265
281,1696,1543
281,1970,1816
281,2244,2089
281,2517,2362
281,2794,2638
281,3075,2913
281,3354,3195
281,3629,3473
281,3905,3751
281,4182,4028
281,4459,4307
281,4733,4581
281,5010,4852
281,5288,5134
281,5567,5411
281,5842,5692
281,6118,5965
281,6394,6241
281,6671,6515
281,6946,6792
281,7219,7069
281,7495,7340
281,7772,7616
281,8047,7891
281,8318,8168
281,8591,8437
281,8865,8711
281,9138,8985
281,9414,9256
281,9694,9536
281,9973,9814
281,10250,10093
281,10525,10365
281,10807,10644
281,11090,10929
281,11367,11210
281,11642,11483
281,11919,11762
281,12197,12038
281,12472,12317
281,12747,12594
281,13025,12872
281,13303,13147
281,13580,13426
281,13854,13703
281,14129,13976
281,14404,14251
281,14682,14528
281,14956,14804
281,15227,15077
281,,15349
282,144,1.84467e+19
282,420,266
282,695,541
282,966,816
282,1239,1089
282,1514,1361
282,1791,1633
282,2066,1909
282,2345,2188
282,2625,2464
282,2905,2746
282,3186,3024
282,3413,3305
282,3746,3483
282,4026,3861
282,4302,4147
282,4576,4423
282,4850,4696
282,5126,4971
282,5400,5246
282,5679,5520
282,5953,5798
282,6229,6076
282,6505,6352
282,6785,6627
282,7063,6906
282,7341,7187
282,7624,7468
282,7903,7744
282,8178,8024
282,8451,8301
282,8726,8571
282,9005,8845
282,9284,9128
282,9559,9406
282,9834,9680
282,10114,9953
282,10394,10234
282,10671,10516
282,10945,10792
282,11221,11065
282,11498,11342
282,11776,11619
282,12049,11896
282,12324,12168
282,12602,12444
282,12877,12723
282,13149,12995
282,13422,13266
282,13698,13544
282,13973,13815
282,14245,14090
282,14516,14364
282,14790,14636
282,15069,14907
282,15343,15189
283,252,105
283,521,375
283,794,644
283,1064,911
283,1334,1182
283,1606,1451
283,1883,1717
283,2160,2000
283,2435,2282
283,2707,2552
283,2980,2822
283,3253,3103
283,3526,3374
283,3795,3648
283,4068,3916
283,4343,4190
283,4616,4465
283,4889,4738
283,5160,5007
283,5433,5283
283,5705,5553
283,5973,5824
283,6243,6092
283,6516,6364
283,6789,6635
283,7063,6907
283,7334,7182
283,7609,7456
283,7887,7730
283,8162,8008
283,8433,8281
283,8704,8556
283,8977,8828
283,9249,9097
283,9519,9371
283,9791,9641
283,10064,9912
283,10339,10187
283,10608,10462
283,10881,10732
283,11155,11002
283,11432,11276
283,11705,11554
283,11979,11827
283,12255,12100
283,12530,12377
283,12802,12651
283,13074,12923
283,13347,13195
283,13623,13469
283,13897,13744
283,14165,14016
283,14438,14286
283,14713,14560
283,14991,14833
283,15268,15109
283,,15359
284,185,25
284,461,306
284,736,581
284,1010,854
284,1282,1129
284,1554,1398
284,1828,1674
284,2099,1952
284,2371,2222
284,2643,2494
284,2917,2764
284,3190,3039
284,3462,3313
284,3737,3585
284,4012,3861
284,4288,4134
284,4561,4409
284,4836,4683
284,5112,4956
284,5388,5233
284,5666,5508
284,5940,5785
284,6214,6063
284,6490,6337
284,6763,6609
284,7033,6884
284,7304,7155
284,7575,7427
284,7844,7696
284,8116,7967
284,8386,8239
284,8659,8505
284,8929,8781
284,9198,9050
284,9470,9319
284,9744,9590
284,10016,9862
284,10288,10135
284,10564,10408
284,10842,10685
284,11119,10965
284,11394,11242
284,11671,11515
284,11948,11797
284,12226,12070
284,12503,12349
284,12778,12624
284,13059,12901
284,13339,13182
284,13615,13460
284,13893,13737
284,14173,14015
284,14451,14293
284,14724,14571
284,14998,14844
284,15275,15121
284,,15359
285,191,35
285,466,310
285,738,584
285,1014,861
285,1292,1136
285,1566,1412
285,1838,1688
285,2114,1955
285,2390,2235
285,2666,2510
285,2937,2786
285,3212,3056
285,3486,3333
285,3760,3604
285,4030,3878
285,4210,4150
285,4572,4680
285,4847,4966
285,5119,5234
285,5390,5510
285,5662,5785
285,5937,6058
285,6209,6331
285,6478,6601
285,6753,6876
285,7026,7146
285,7300,7420
285,7571,7690
285,7842,7963
285,8117,8238
285,8391,8511
285,8666,8784
285,8942,9060
285,9218,9339
285,9499,9620
285,9779,9899
285,10058,10180
285,10334,10455
285,10612,10732
285,10890,11010
285,11166,11285
285,11437,11557
285,11708,11827
285,11979,12097
285,12250,12369
285,12517,12637
285,12786,12903
285,13056,13173
285,13326,13447
285,13594,13714
285,13864,13989
285,14135,14256
285,14405,14524
285,14676,14796
285,14948,15070
285,15221,15346
286,132,1.84467e+19
286,403,254
286,675,525
286,951,794
286,1226,1071
286,1501,1347
286,1772,1620
286,2046,1893
286,2320,2169
286,2592,2441
286,2861,2714
286,3132,2984
286,3404,3252
286,3678,3524
286,3946,3797
286,4214,4064
286,4485,4335
286,4758,4604
286,5030,4877
286,5305,5152
286,5584,5425
286,5863,5704
286,6139,5982
286,6413,6256
286,6689,6534
286,6968,6815
286,7245,7090
286,7520,7366
286,7795,7641
286,8074,7918
286,8353,8196
286,8629,8476
286,8907,8748
286,9185,9028
286,9461,9307
286,9735,9582
286,10009,9856
286,10283,10130
286,10557,10404
286,10830,10675
286,11103,10949
286,11375,11224
286,11650,11492
286,11928,11773
286,12203,12047
286,12473,12318
286,12744,12592
286,13019,12866
286,13291,13140
286,13563,13410
286,13832,13684
286,14102,13951
286,14375,14221
286,14647,14493
286,14916,14764
286,15186,15035
286,,15304
287,98,1.84467e+19
287,370,216
287,641,493
287,918,766
287,1194,1039
287,1473,1315
287,1744,1592
287,2022,1863
287,2299,2146
287,2578,2424
287,2850,2698
287,3121,2967
287,3394,3245
287,3669,3515
287,3938,3788
287,4205,4058
287,4475,4328
287,4746,4595
287,5016,4868
287,5289,5138
287,5562,5410
287,5834,5680
287,6105,5953
287,6378,6224
287,6652,6499
287,6928,6771
287,7196,7048
287,7471,7314
287,7744,7589
287,8017,7863
287,8287,8138
287,8558,8407
287,8832,8677
287,9107,8951
287,9379,9228
287,9653,9501
287,9931,9775
287,10209,10052
287,10482,10330
287,10755,10603
287,11030,10876
287,11302,11154
287,11574,11422
287,11845,11693
287,12118,11966
287,12393,12239
287,12666,12512
287,12935,12786
287,13207,13057
287,13478,13329
287,13749,13600
287,14017,13869
287,14287,14138
287,14557,14408
287,14827,14677
287,15093,14945
287,,15210
288,270,119
288,541,393
288,812,659
288,1081,929
288,1356,1202
288,1629,1476
288,1903,1749
288,2173,2023
288,2442,2295
288,2713,2561
288,2986,2834
288,3258,3107
288,3527,3379
288,3802,3649
288,4078,3925
288,4351,4199
288,4619,4472
288,4891,4737
288,5162,5013
288,5431,5284
288,5699,5551
288,5967,5820
288,6241,6090
288,6515,6364
288,6789,6635
288,7060,6910
288,7335,7180
288,7610,7458
288,7885,7731
288,8157,8007
288,8429,8277
288,8703,8550
288,8980,8821
288,9252,9102
288,9521,9373
288,9788,9640
288,10053,9906
288,10317,10169
288,10583,10434
288,10856,10700
288,11126,10975
288,11395,11243
288,11664,11517
288,11936,11786
288,12208,12059
288,12479,12332
288,12747,12598
288,13018,12870
288,13292,13141
288,13564,13414
288,13836,13684
288,14113,13956
288,14389,14235
288,14663,14510
288,14937,14784
288,15215,15058
288,,15336
289,133,1.84467e+19
289,411,254
289,685,532
289,965,809
289,1246,1085
289,1523,1365
289,1797,1640
289,2072,1919
289,2345,2195
289,2615,2466
289,2882,2731
289,3155,3001
289,3428,3275
289,3700,3550
289,3972,3817
289,4242,4091
289,4516,4361
289,4791,4639
289,5061,4912
289,5333,5182
289,5607,5457
289,5881,5730
289,6155,6005
289,6422,6276
289,6692,6544
289,6964,6813
289,7234,7085
289,7505,7353
289,7776,7627
289,8049,7901
289,8320,8170
289,8591,8438
289,8864,8712
289,9137,8986
289,9405,9257
289,9674,9523
289,9949,9792
289,10222,10069
289,10495,10340
289,10766,10614
289,11041,10887
289,11315,11161
289,11586,11436
289,11859,11704
289,12129,11977
289,12394,12246
289,12659,12512
289,12926,12772
289,13194,13026
289,13462,13293
289,13733,13560
289,14007,13829
289,14280,14113
289,14552,14383
289,14825,14657
289,15099,14938
289,,15206
290,15,130
290,291,401
290,566,679
290,844,958
290,1122,1237
290,1398,1510
290,1676,1793
290,1957,2078
290,2237,2354
290,2516,2636
290,2793,2912
290,3072,3194
290,3348,3468
290,3626,3747
290,3902,4023
290,4179,4299
290,4458,4576
290,4732,4851
290,5006,5125
290,5280,5402
290,5556,5675
290,5830,5948
290,6100,6214
290,6375,6497
290,6651,6771
290,6922,7037
290,7194,7315
290,7470,7592
290,7742,7863
290,8011,8134
290,8281,8405
290,8552,8672
290,8826,8946
290,9098,9219
290,9372,9495
290,9648,9766
290,9923,10044
290,10194,10315
290,10466,10589
290,10747,10869
290,11023,11144
290,11296,11417
290,11568,11690
290,11841,11964
290,12113,12232
290,12384,12502
290,12651,12772
290,12920,13039
290,13189,13307
290,13458,13578
290,13726,13848
290,13997,14117
290,14275,14392
290,14548,14666
290,14818,14939
290,15089,15206
291,3,122
291,274,394
291,542,661
291,812,933
291,1085,1209
291,1358,1480
291,1629,1751
291,1900,2022
291,2173,2297
291,2447,2570
291,2722,2845
291,2994,3113
291,3270,3392
291,3548,3667
291,3825,3946
291,4098,4220
291,4374,4496
291,4650,4770
291,4925,5047
291,5195,5316
291,5467,5589
291,5741,5861
291,6019,6140
291,6292,6410
291,6564,6685
291,6838,6959
291,7114,7233
291,7390,7511
291,7664,7784
291,7939,8059
291,8217,8338
291,8490,8608
291,8764,8883
291,9043,9162
291,9317,9436
291,9592,9711
291,9863,9985
291,10131,10251
291,10400,10521
291,10667,10791
291,10933,11055
291,11200,11325
291,11469,11589
291,11735,11855
291,12003,12126
291,12269,12389
291,12535,12656
291,12802,12923
291,13069,13189
291,13339,13459
291,13609,13732
291,13878,13998
291,14149,14270
291,14422,14543
291,14698,14816
291,14970,15088
291,15241,15359
292,155,2
292,431,274
292,705,549
292,978,824
292,1253,1098
292,1524,1372
292,1795,1642
292,2063,1914
292,2335,2185
292,2606,2455
292,2876,2726
292,3146,2994
292,3419,3265
292,3693,3542
292,3968,3813
292,4238,4088
292,4511,4362
292,4786,4632
292,5060,4906
292,5330,5183
292,5601,5453
292,5874,5722
292,6148,5996
292,6414,6272
292,6683,6537
292,6952,6804
292,7221,7074
292,7490,7340
292,7761,7610
292,8032,7879
292,8299,8154
292,8569,8419
292,8843,8688
292,9117,8966
292,9389,9239
292,9662,9508
292,9941,9783
292,10218,10061
292,10493,10338
292,10765,10610
292,11042,10887
292,11317,11159
292,11589,11436
292,11856,11708
292,12123,11974
292,12391,12244
292,12652,12508
292,12917,12773
292,13184,13038
292,13451,13306
292,13715,13569
292,13980,13836
292,14250,14101
292,14520,14369
292,14789,14642
292,15061,14916
292,15336,15184
293,250,98
293,522,370
293,796,647
293,1074,917
293,1350,1196
293,1622,1471
293,1898,1741
293,2175,2020
293,2450,2296
293,2723,2570
293,2999,2841
293,3276,3117
293,3553,3394
293,3825,3671
293,4099,3942
293,4372,4220
293,4643,4491
293,4917,4762
293,5190,5035
293,5461,5308
293,5739,5580
293,6014,5862
293,6292,6136
293,6563,6410
293,6833,6678
293,7102,6950
293,7372,7223
293,7638,7484
293,7905,7753
293,8172,8027
293,8435,8295
293,8701,8557
293,8970,8826
293,9239,9091
293,9505,9358
293,9771,9625
293,10042,9890
293,10313,10159
293,10579,10433
293,10845,10696
293,11113,10966
293,11379,11233
293,11643,11499
293,11909,11758
293,12178,12028
293,12445,12299
293,12711,12560
293,12983,12830
293,13254,13101
293,13523,13373
293,13791,13640
293,14060,13912
293,14326,14177
293,14592,14445
293,14853,14713
293,15118,14974
293,,15238
294,23,144
294,287,408
294,547,666
294,811,931
294,1075,1195
294,1342,1460
294,1605,1725
294,1869,1991
294,2139,2258
294,2407,2527
294,2674,2794
294,2940,3060
294,3209,3327
294,3479,3596
294,3746,3867
294,4010,4128
294,4276,4398
294,4546,4665
294,4814,4932
294,5082,5201
294,5351,5470
294,5619,5739
294,5892,6009
294,6164,6282
294,6435,6553
294,6707,6825
294,6976,7095
294,7246,7362
294,7514,7633
294,7779,7896
294,8047,8169
294,8319,8439
294,8590,8713
294,8860,8981
294,9128,9248
294,9400,9520
294,9672,9793
294,9942,10061
294,10212,10332
294,10484,10606
294,10757,10876
294,11024,11144
294,11294,11417
294,11565,11686
294,11836,11958
294,12108,12228
294,12377,12499
294,12648,12769
294,12921,13042
294,13194,13314
294,13466,13586
294,13739,13861
294,14015,14135
294,14290,14410
294,14560,14679
294,14828,14949
294,15097,15216
295,6,128
295,271,391
295,540,658
295,807,924
295,1076,1194
295,1342,1460
295,1613,1734
295,1886,2006
295,2157,2277
295,2425,2546
295,2693,2813
295,2965,3089
295,3238,3357
295,3508,3630
295,3778,3901
295,4051,4172
295,4326,4450
295,4598,4719
295,4868,4989
295,5139,5262
295,5407,5527
295,5675,5795
295,5947,6066
295,6219,6338
295,6492,6612
295,6769,6890
295,7047,7165
295,7324,7443
295,7598,7718
295,7875,7997
295,8150,8273
295,8426,8545
295,8699,8818
295,8973,9093
295,9249,9369
295,9524,9643
295,9795,9912
295,10066,10185
295,10345,10469
295,10619,10739
295,10890,11002
295,11163,11282
295,11435,11549
295,11709,11826
295,11981,12100
295,12256,12377
295,12531,12654
295,12806,12925
295,13076,13198
295,13349,13470
295,13625,13744
295,13897,14017
295,14168,14287
295,14439,14561
295,14710,14829
295,14981,15102
295,15252,15359
296,162,12
296,433,279
296,706,550
296,973,825
296,1241,1093
296,1510,1361
296,1775,1629
296,2039,1891
296,2299,2157
296,2565,2419
296,2833,2684
296,3097,2951
296,3366,3215
296,3635,3487
296,3903,3751
296,4169,4023
296,4433,4290
296,4698,4553
296,4965,4819
296,5229,5085
296,5494,5351
296,5764,5616
296,6033,5885
296,6302,6154
296,6569,6421
296,6838,6691
296,7108,6959
296,7378,7230
296,7645,7496
296,7913,7765
296,8185,8034
296,8456,8304
296,8725,8575
296,8994,8844
296,9266,9113
296,9537,9384
296,9807,9654
296,10076,9924
296,10350,10196
296,10626,10468
296,10902,10746
296,11171,11022
296,11443,11291
296,11716,11564
296,11987,11830
296,12256,12105
296,12528,12376
296,12800,12647
296,13068,12921
296,13339,13191
296,13612,13462
296,13886,13735
296,14157,14008
296,14431,14276
296,14705,14555
296,14977,14828
296,15246,15097
296,,15359
297,154,5
297,422,274
297,691,540
297,961,810
297,1226,1081
297,1496,1345
297,1770,1614
297,2042,1893
297,2312,2160
297,2583,2432
297,2858,2702
297,3131,2977
297,3403,3250
297,3674,3522
297,3950,3794
297,4224,4070
297,4496,4343
297,4765,4614
297,5037,4883
297,5306,5157
297,5576,5423
297,5843,5694
297,6107,5962
297,6375,6224
297,6645,6494
297,6912,6766
297,7181,7033
297,7452,7304
297,7723,7576
297,7992,7843
297,8262,8113
297,8535,8383
297,8805,8658
297,9073,8926
297,9344,9195
297,9621,9466
297,9898,9742
297,10173,10018
297,10443,10292
297,10714,10563
297,10986,10833
297,11260,11105
297,11532,11380
297,11801,11650
297,12068,11922
297,12339,12188
297,12607,12458
297,12874,12727
297,13141,12869
297,13414,13010
297,13687,13256
297,13957,13526
297,14229,13802
297,14500,14071
297,14772,14349
297,15039,14618
297,15310,14890
297,,15156
298,220,74
298,493,345
298,765,616
298,1034,891
298,1305,1150
298,1577,1427
298,1852,1698
298,2123,1971
298,2394,2240
298,2666,2507
298,2937,2782
298,3205,3055
298,3473,3321
298,3744,3588
298,4016,3864
298,4285,4137
298,4554,4404
298,4829,4671
298,5102,4952
298,5375,5222
298,5645,5491
298,5915,5765
298,6186,6029
298,6456,6297
298,6721,6560
298,6993,6828
298,7264,7104
298,7534,7371
298,7804,7647
298,8073,7912
298,8345,8180
298,8622,8461
298,8897,8741
298,9169,9017
298,9442,9284
298,9713,9564
298,9986,9835
298,10257,10109
298,10529,10376
298,10803,10651
298,11075,10929
298,11346,11196
298,11614,11462
298,11883,11732
298,12151,12004
298,12417,12272
298,12683,12534
298,12956,12804
298,13228,13078
298,13498,13348
298,13766,13619
298,14037,13889
298,14309,14157
298,14577,14429
298,14848,14697
298,15122,14968
298,,15240
299,33,153
299,297,413
299,563,678
299,836,958
299,1109,1229
299,1384,1500
299,1651,1773
299,1921,2042
299,2192,2316
299,2463,2584
299,2731,2850
299,3000,3122
299,3271,3394
299,3539,3662
299,3807,3926
299,4074,4193
299,4342,4461
299,4611,4731
299,4879,4998
299,5146,5261
299,5415,5537
299,5687,5809
299,5962,6082
299,6238,6355
299,6509,6629
299,6780,6903
299,7050,7172
299,7320,7440
299,7588,7705
299,7858,7978
299,8127,8251
299,8400,8519
299,8670,8785
299,8940,9057
299,9211,9326
299,9485,9601
299,9762,9877
299,10033,10145
299,10303,10421
299,10582,10705
299,10858,10977
299,11136,11254
299,11417,11538
299,11697,11821
299,11978,12102
299,12255,12373
299,12530,12648
299,12804,12928
299,13079,13203
299,13353,13473
299,13623,13738
299,13895,14008
299,14167,14285
299,14436,14559
299,14705,14825
299,14969,15085
299,15233,15354
300,140,1.84467e+19
300,406,263
300,670,522
300,934,783
300,1202,1051
300,1468,1318
300,1730,1585
300,1996,1844
300,2262,2114
300,2527,2379
300,2791,2647
300,3053,2909
300,3317,3172
300,3582,3437
300,3846,3700
300,4107,3964
300,4370,4227
300,4635,4489
300,4902,4757
300,5430,5023
300,5699,5537
300,5966,5817
300,6227,6080
300,6490,6345
300,6756,6611
300,7018,6880
300,7279,7139
300,7544,7401
300,7810,7665
300,8074,7929
300,8335,8195
300,8600,8454
300,8866,8721
300,9133,8987
300,9398,9252
300,9665,9512
300,9939,9787
300,10211,10061
300,10480,10330
300,10751,10598
300,11023,10871
300,11295,11144
300,11562,11416
300,11830,11684
300,12101,11951
300,12373,12225
300,12642,12494
300,12909,12759
300,13182,13027
300,13453,13302
300,13725,13578
300,13993,13843
300,14264,14113
300,14539,14389
300,14815,14663
300,15087,14937
300,15357,15207
301,268,119
301,536,393
301,801,656
301,1066,920
301,1333,1186
301,1601,1455
301,1867,1722
301,2133,1987
301,2400,2253
301,2668,2521
301,2935,2788
301,3203,3057
301,3476,3323
301,3750,3599
301,4023,3870
301,4296,4143
301,4565,4415
301,4837,4683
301,5107,4959
301,5377,5230
301,5643,5498
301,5913,5760
301,6180,6036
301,6450,6298
301,6716,6570
301,6986,6831
301,7262,7111
301,7536,7387
301,7808,7661
301,8084,7932
301,8360,8206
301,8635,8483
301,8909,8751
301,9186,9020
301,9460,9310
301,9733,9584
301,10002,9851
301,10272,10119
301,10542,10393
301,10814,10665
301,11080,10933
301,11347,11197
301,11616,11466
301,11884,11738
301,12151,12003
301,12419,12265
301,12691,12541
301,12965,12809
301,13233,13079
301,13502,13351
301,13773,13622
301,14044,13895
301,14310,14165
301,14579,14429
301,14852,14700
301,15125,14971
301,,15244
302,37,153
302,311,431
302,586,710
302,861,983
302,1131,1250
302,1403,1524
302,1679,1803
302,1952,2075
302,2221,2338
302,2488,2609
302,2661,3132
302,3020,3409
302,3289,3671
302,3553,3937
302,3818,4207
302,4085,4471
302,4352,4732
302,4614,5001
302,4880,5267
302,5146,5532
302,5412,5796
302,5675,6064
302,5945,6341
302,6219,6611
302,6492,6876
302,6760,7145
302,7030,7424
302,7300,7696
302,7572,7959
302,7841,8230
302,8109,8501
302,8380,8774
302,8651,9045
302,8925,9310
302,9191,9585
302,9462,9858
302,9736,10133
302,10008,10398
302,10277,10673
302,10549,10947
302,10822,11216
302,11094,11487
302,11366,11755
302,11635,12032
302,11909,12308
302,12185,12578
302,12458,12850
302,12735,13123
302,13004,13397
302,13277,13652
302,13547,13914
302,13813,14187
302,14080,14452
302,14346,14731
302,14619,14994
302,14890,15263
302,15157,
303,70,1.84467e+19
303,341,179
303,615,456
303,884,727
303,1161,995
303,1435,1279
303,1707,1553
303,1976,1818
303,2248,2091
303,2519,2367
303,2789,2640
303,3061,2909
303,3336,3183
303,3610,3461
303,3885,3730
303,4155,4006
303,4426,4274
303,4698,4551
303,4968,4819
303,5235,5092
303,5504,5358
303,5776,5627
303,6044,5896
303,6308,6165
303,6577,6429
303,6847,6697
303,7118,6967
303,7384,7235
303,7650,7503
303,7919,7771
303,8190,8041
303,8457,8312
303,8724,8575
303,8995,8845
303,9267,9114
303,9532,9388
303,9801,9651
303,10072,9921
303,10343,10192
303,10612,10458
303,10881,10733
303,11149,11001
303,11418,11268
303,11684,11537
303,11948,11808
