sample_index,ch1_raw,ch1_squared,ch1_absval,ch1_unfiltered,ch2_raw,ch2_squared,ch2_absval,ch2_unfiltered,ch3_raw,ch3_squared,ch3_absval,ch3_unfiltered,ppg
n_contributing,120,120,120,120,0,0,0,0,0,0,0,0,120
1028,-0.11409205,-0.00384262185,0.111321726,-0.11409205,,,,,,,,,
1029,-0.115292936,-0.00579136009,0.107813586,-0.115292936,,,,,,,,,
1030,-0.11858076,-0.0115037973,0.103905603,-0.11858076,,,,,,,,,
1031,-0.120228175,-0.0148589199,0.101576725,-0.120228175,,,,,,,,,
1032,-0.123192844,-0.0185252426,0.0993535349,-0.123192844,,,,,,,,,
1033,-0.126128138,-0.0218134255,0.0983324088,-0.126128138,,,,,,,,,
1034,-0.127940468,-0.0216786741,0.0980929161,-0.127940468,,,,,,,,,
1035,-0.129741476,-0.0233028272,0.0966415526,-0.129741476,,,,,,,,,
1036,-0.130388416,-0.0248354467,0.094883877,-0.130388416,,,,,,,,,
1037,-0.130922356,-0.0265801948,0.0913501509,-0.130922356,,,,,,,,,
1038,-0.129527309,-0.027502319,0.0903400125,-0.129527309,,,,,,,,,
1039,-0.130094386,-0.0266465685,0.0891172353,-0.130094386,,,,,,,,,
1040,-0.12908801,-0.0264432841,0.0892219455,-0.12908801,,,,,,,,,
1041,-0.129104589,-0.027643627,0.0890430962,-0.129104589,,,,,,,,,
1042,-0.128114968,-0.0267796518,0.0882117441,-0.128114968,,,,,,,,,
1043,-0.127681364,-0.0268684991,0.0878878183,-0.127681364,,,,,,,,,
1044,-0.128142392,-0.026535355,0.0876957333,-0.128142392,,,,,,,,,
1045,-0.129098995,-0.0265040683,0.086223704,-0.129098995,,,,,,,,,
1046,-0.130323961,-0.0270160188,0.0851931566,-0.130323961,,,,,,,,,
1047,-0.1326943,-0.0309312607,0.083038815,-0.1326943,,,,,,,,,
1048,-0.132908199,-0.0347407838,0.0824644839,-0.132908199,,,,,,,,,
1049,-0.132904647,-0.0365686457,0.0802881795,-0.132904647,,,,,,,,,
1050,-0.134513614,-0.0389742027,0.0773461799,-0.134513614,,,,,,,,,
1051,-0.13498331,-0.0381159836,0.076221048,-0.13498331,,,,,,,,,
1052,-0.135015128,-0.0395394371,0.0759362596,-0.135015128,,,,,,,,,
1053,-0.135193985,-0.0308448395,0.0751250861,-0.135193985,,,,,,,,,
1054,-0.135634593,-0.0284920929,0.0769846345,-0.135634593,,,,,,,,,
1055,-0.140852051,-0.0578462855,0.0683195569,-0.140852051,,,,,,,,,
1056,-0.140103849,-0.0733664099,0.063437465,-0.140103849,,,,,,,,,
1057,-0.139487011,-0.0733511071,0.062046686,-0.139487011,,,,,,,,,
1058,-0.141655171,-0.0752982517,0.0593529321,-0.141655171,,,,,,,,,
1059,-0.139874082,-0.0758372832,0.0570572467,-0.139874082,,,,,,,,,
1060,-0.139282757,-0.0762624603,0.0574508504,-0.139282757,,,,,,,,,
1061,-0.141034111,-0.076240497,0.0555985412,-0.141034111,,,,,,,,,
1062,-0.141524202,-0.0761384293,0.0539346153,-0.141524202,,,,,,,,,
1063,-0.14800028,-0.0827780095,0.0482780305,-0.14800028,,,,,,,,,
1064,-0.148011585,-0.0829229446,0.0483432758,-0.148011585,,,,,,,,,
1065,-0.147440951,-0.0843088402,0.0475835909,-0.147440951,,,,,,,,,
1066,-0.146709273,-0.0854200036,0.0463605322,-0.146709273,,,,,,,,,
1067,-0.145270821,-0.0921533775,0.0461655602,-0.145270821,,,,,,,,,
1068,-0.148325986,-0.0987233838,0.0436370367,-0.148325986,,,,,,,,,
1069,-0.148107421,-0.100964156,0.0418273774,-0.148107421,,,,,,,,,
1070,-0.148856576,-0.101061097,0.0398177476,-0.148856576,,,,,,,,,
1071,-0.149344768,-0.100999372,0.0397198442,-0.149344768,,,,,,,,,
1072,-0.149658181,-0.100879918,0.0394435064,-0.149658181,,,,,,,,,
1073,-0.148226206,-0.100022184,0.0399528985,-0.148226206,,,,,,,,,
1074,-0.148330142,-0.100076896,0.0397273122,-0.148330142,,,,,,,,,
1075,-0.148450021,-0.101428815,0.039197658,-0.148450021,,,,,,,,,
1076,-0.148515774,-0.103980923,0.0381913038,-0.148515774,,,,,,,,,
1077,-0.148172222,-0.104338816,0.0380263013,-0.148172222,,,,,,,,,
1078,-0.148810176,-0.104614196,0.0381753453,-0.148810176,,,,,,,,,
1079,-0.149323195,-0.105196005,0.0361983044,-0.149323195,,,,,,,,,
1080,-0.14844169,-0.104913277,0.035576832,-0.14844169,,,,,,,,,
1081,-0.149206859,-0.106846543,0.0345918643,-0.149206859,,,,,,,,,
1082,-0.149679291,-0.110153537,0.0328338709,-0.149679291,,,,,,,,,
1083,-0.149919897,-0.112262714,0.0325777173,-0.149919897,,,,,,,,,
1084,-0.150350595,-0.111408361,0.0319503587,-0.150350595,,,,,,,,,
1085,-0.149801285,-0.111600444,0.0321764097,-0.149801285,,,,,,,,,
1086,-0.134884031,-0.116506046,0.0427333261,-0.134884031,,,,,,,,,
1087,-0.134974314,-0.116520574,0.043010246,-0.134974314,,,,,,,,,
1088,-0.136724903,-0.117821034,0.0419118006,-0.136724903,,,,,,,,,
1089,-0.126600116,-0.110234364,0.0471726315,-0.126600116,,,,,,,,,
1090,-0.129190645,-0.109976027,0.0448885185,-0.129190645,,,,,,,,,
1091,-0.127786027,-0.1148831,0.0440910823,-0.127786027,,,,,,,,,
1092,-0.12657172,-0.115039517,0.0436988534,-0.12657172,,,,,,,,,
1093,-0.125878592,-0.112871713,0.0431784764,-0.125878592,,,,,,,,,
1094,-0.126974339,-0.115285069,0.0413352717,-0.126974339,,,,,,,,,
1095,-0.128038422,-0.114516838,0.0407036029,-0.128038422,,,,,,,,,
1096,-0.132375181,-0.123299,0.035320152,-0.132375181,,,,,,,,,
1097,-0.127950733,-0.115092621,0.0407077323,-0.127950733,,,,,,,,,
1098,-0.130486895,-0.12217741,0.0356716409,-0.130486895,,,,,,,,,
1099,-0.129352213,-0.122758886,0.0351966795,-0.129352213,,,,,,,,,
1100,-0.128556006,-0.119703482,0.034583614,-0.128556006,,,,,,,,,
1101,-0.128643284,-0.119228835,0.0346047389,-0.128643284,,,,,,,,,
1102,-0.132296069,-0.122895813,0.0325073377,-0.132296069,,,,,,,,,
1103,-0.134163293,-0.124436886,0.0314734418,-0.134163293,,,,,,,,,
1104,-0.132281012,-0.121958762,0.0351902666,-0.132281012,,,,,,,,,
1105,-0.1424125,-0.129226788,0.0270127434,-0.1424125,,,,,,,,,
1106,-0.143370978,-0.129664253,0.0266708148,-0.143370978,,,,,,,,,
1107,-0.143982837,-0.146126129,0.0269819738,-0.143982837,,,,,,,,,
1108,-0.146399651,-0.152636926,0.0261241385,-0.146399651,,,,,,,,,
1109,-0.147717283,-0.154749447,0.0236070061,-0.147717283,,,,,,,,,
1110,-0.148205136,-0.159295274,0.021100099,-0.148205136,,,,,,,,,
1111,-0.135244076,-0.115711446,0.029176567,-0.135244076,,,,,,,,,
1112,-0.136134321,-0.11607604,0.0273375382,-0.136134321,,,,,,,,,
1113,-0.135605061,-0.116148461,0.0269124457,-0.135605061,,,,,,,,,
1114,-0.134370354,-0.115486709,0.0271194273,-0.134370354,,,,,,,,,
1115,-0.13236854,-0.114082839,0.0312470455,-0.13236854,,,,,,,,,
1116,-0.132201684,-0.112286852,0.0326819561,-0.132201684,,,,,,,,,
1117,-0.133130121,-0.0557656103,0.0309151387,-0.133130121,,,,,,,,,
1118,-0.134469001,-0.0554257942,0.0299753764,-0.134469001,,,,,,,,,
1119,-0.133645454,-0.0553105975,0.0293654147,-0.133645454,,,,,,,,,
1120,-0.133145463,-0.0550948826,0.0285418237,-0.133145463,,,,,,,,,
1121,-0.131827492,-0.05340758,0.0292509953,-0.131827492,,,,,,,,,
1122,-0.130201551,-0.0471055129,0.0296161222,-0.130201551,,,,,,,,,
1123,-0.131260699,-0.0503401929,0.0275340606,-0.131260699,,,,,,,,,
1124,-0.131227672,-0.0470787451,0.0293131191,-0.131227672,,,,,,,,,
1125,-0.133013102,-0.0436844617,0.0274531176,-0.133013102,,,,,,,,,
1126,-0.153065845,-0.0569644992,0.00924788263,-0.153065845,,,,,,,,,
1127,-0.152173244,-0.056860994,0.00905962063,-0.152173244,,,,,,,,,
1128,-0.142956897,-0.0551951554,0.0159155187,-0.142956897,,,,,,,,,
1129,-0.141671111,-0.0651938245,0.0175022938,-0.141671111,,,,,,,,,
1130,-0.14025977,-0.0744493159,0.00932482426,-0.14025977,,,,,,,,,
1131,-0.153652068,-0.072966896,0.0098653893,-0.153652068,,,,,,,,,
1132,-0.157401239,-0.0721286907,0.00808298235,-0.157401239,,,,,,,,,
1133,-0.157345666,-0.0793377318,0.00499359757,-0.157345666,,,,,,,,,
1134,-0.155968678,-0.0796197853,0.0046077095,-0.155968678,,,,,,,,,
1135,-0.157053876,-0.0922457115,0.00619964779,-0.157053876,,,,,,,,,
1136,-0.158395191,-0.103685707,0.000549459111,-0.158395191,,,,,,,,,
1137,-0.144748422,-0.0832811626,0.0153603552,-0.144748422,,,,,,,,,
1138,-0.148684297,-0.0839495241,0.0128641433,-0.148684297,,,,,,,,,
1139,-0.147164429,-0.0844502826,0.00865818158,-0.147164429,,,,,,,,,
1140,-0.149437652,-0.0895088873,0.00453016735,-0.149437652,,,,,,,,,
1141,-0.149284914,-0.0898506273,0.00521489142,-0.149284914,,,,,,,,,
1142,-0.154011014,-0.0884749854,0.00512061671,-0.154011014,,,,,,,,,
1143,-0.151596576,-0.0988955306,0.00102841458,-0.151596576,,,,,,,,,
1144,-0.158471169,-0.100238049,0.00290182467,-0.158471169,,,,,,,,,
1145,-0.160080145,-0.10635185,-0.00365505594,-0.160080145,,,,,,,,,
1146,-0.165907595,-0.107599032,-0.00668835938,-0.165907595,,,,,,,,,
1147,-0.170433604,-0.114502423,-0.0115579059,-0.170433604,,,,,,,,,
1148,-0.170407069,-0.114601973,-0.01086385,-0.170407069,,,,,,,,,
1149,-0.170180817,-0.112160743,-0.0113395865,-0.170180817,,,,,,,,,
1150,-0.172091934,-0.108051122,-0.00830186394,-0.172091934,,,,,,,,,
1151,-0.183550027,-0.125286499,-0.0147882274,-0.183550027,,,,,,,,,
1152,-0.192086073,-0.147584386,-0.0241464163,-0.192086073,,,,,,,,,
1153,-0.163303339,-0.113763335,-0.00156055837,-0.163303339,,,,,,,,,
1154,-0.162869534,-0.113710864,-0.00154234808,-0.162869534,,,,,,,,,
1155,-0.162559953,-0.113685989,-0.00265046027,-0.162559953,,,,,,,,,
1156,-0.169568757,-0.119149233,-0.0029964679,-0.169568757,,,,,,,,,
1157,-0.1706007,-0.118589532,-0.00278844828,-0.1706007,,,,,,,,,
1158,-0.17289391,-0.125156342,-0.00829904969,-0.17289391,,,,,,,,,
1159,-0.167642435,-0.101190001,0.000857458928,-0.167642435,,,,,,,,,
1160,-0.162564094,-0.102361142,-0.000356569844,-0.162564094,,,,,,,,,
1161,-0.172243395,-0.117544325,-0.0104108075,-0.172243395,,,,,,,,,
1162,-0.172266065,-0.117667938,-0.0105588148,-0.172266065,,,,,,,,,
1163,-0.172364717,-0.118282203,-0.0108724287,-0.172364717,,,,,,,,,
1164,-0.165011087,-0.105925782,-0.00543754456,-0.165011087,,,,,,,,,
1165,-0.165945281,-0.124733495,-0.0163707438,-0.165945281,,,,,,,,,
1166,-0.167835866,-0.121180766,-0.0165842171,-0.167835866,,,,,,,,,
1167,-0.16149248,-0.114610102,-0.0148038646,-0.16149248,,,,,,,,,
1168,-0.172157503,-0.133363693,-0.0254117971,-0.172157503,,,,,,,,,
1169,-0.172942226,-0.133287887,-0.0262292132,-0.172942226,,,,,,,,,
1170,-0.174384803,-0.135693767,-0.0273192786,-0.174384803,,,,,,,,,
1171,-0.200204753,-0.168525705,-0.04095423,-0.200204753,,,,,,,,,
1172,-0.203741386,-0.18923442,-0.0461292934,-0.203741386,,,,,,,,,
1173,-0.199179475,-0.18146813,-0.0454671364,-0.199179475,,,,,,,,,
1174,-0.209320888,-0.183392309,-0.0450413202,-0.209320888,,,,,,,,,
1175,-0.211823702,-0.159380207,-0.0445270492,-0.211823702,,,,,,,,,
1176,-0.256398261,-0.246234041,-0.0924264825,-0.256398261,,,,,,,,,
1177,-0.262826906,-0.250850928,-0.0946743796,-0.262826906,,,,,,,,,
1178,-0.260444448,-0.251803568,-0.0939186515,-0.260444448,,,,,,,,,
1179,-0.143541295,-0.249293191,-0.0315864905,-0.143541295,,,,,,,,,
1180,-0.142169073,-0.247433141,-0.0321674892,-0.142169073,,,,,,,,,
1181,-0.139819475,-0.242347345,-0.0323887526,-0.139819475,,,,,,,,,
1182,-0.138830661,-0.242424577,-0.0301977902,-0.138830661,,,,,,,,,
1183,-0.137442606,-0.242592686,-0.0302734368,-0.137442606,,,,,,,,,
1184,-0.136760698,-0.24469886,-0.0315861362,-0.136760698,,,,,,,,,
1185,-0.130946416,-0.238805854,-0.0301706318,-0.130946416,,,,,,,,,
1186,-0.122370804,-0.232034915,-0.0294186478,-0.122370804,,,,,,,,,
1187,-0.115033447,-0.220206563,-0.0191780869,-0.115033447,,,,,,,,,
1188,-0.159470725,-0.332081763,-0.0726274415,-0.159470725,,,,,,,,,
1189,-0.159513853,-0.331834289,-0.0728169391,-0.159513853,,,,,,,,,
1190,-0.162202407,-0.213281583,-0.0774588634,-0.162202407,,,,,,,,,
1191,-0.176221767,-0.216879652,-0.0870373036,-0.176221767,,,,,,,,,
1192,-0.176012591,-0.220989446,-0.0905116393,-0.176012591,,,,,,,,,
1193,-0.180520643,-0.23561594,-0.0892555417,-0.180520643,,,,,,,,,
1194,-0.117015628,-0.131826217,-0.0289842797,-0.117015628,,,,,,,,,
1195,-0.113247026,-0.127643057,-0.0212733047,-0.113247026,,,,,,,,,
1196,-0.108257746,-0.128476806,-0.0187198206,-0.108257746,,,,,,,,,
1197,-0.105302786,-0.129206074,-0.0193942573,-0.105302786,,,,,,,,,
1198,-0.105096813,-0.129756389,-0.0184718906,-0.105096813,,,,,,,,,
1199,-0.0989557978,-0.118130456,-0.0346582385,-0.0989557978,,,,,,,,,
1200,-0.0979506344,-0.118134949,-0.0358508118,-0.0979506344,,,,,,,,,
1201,-0.0933490269,-0.117884868,-0.0350449043,-0.0933490269,,,,,,,,,
1202,-0.0885979559,-0.111645483,-0.0327459212,-0.0885979559,,,,,,,,,
1203,-0.0863981681,-0.110963227,-0.0335192149,-0.0863981681,,,,,,,,,
1204,-0.0871916716,-0.110153036,-0.0329820522,-0.0871916716,,,,,,,,,
1205,-0.0783687902,-0.0885575722,-0.0200589707,-0.0783687902,,,,,,,,,
1206,-0.0720350139,-0.0736801734,-0.00449079509,-0.0720350139,,,,,,,,,
1207,-0.0737829425,-0.0322523073,0.0145157999,-0.0737829425,,,,,,,,,
1208,-0.0567865953,-0.0490227161,-0.00882323467,-0.0567865953,,,,,,,,,
1209,-0.0596798626,-0.0498459222,-0.00536759181,-0.0596798626,,,,,,,,,
1210,-0.064434606,-0.0505993573,-0.00365647451,-0.064434606,,,,,,,,,
1211,-0.0716832272,-0.0512291591,-0.0014959664,-0.0716832272,,,,,,,,,
1212,-0.0711945942,-0.0339725477,-0.000636415911,-0.0711945942,,,,,,,,,
1213,-0.0673418324,0.0132318711,0.00168369917,-0.0673418324,,,,,,,,,
1214,-0.0732475392,0.0120907503,0.00379046292,-0.0732475392,,,,,,,,,
1215,-0.0577275826,0.0137774864,0.00452214574,-0.0577275826,,,,,,,,,
1216,-0.0327815308,0.0158038217,0.0045790404,-0.0327815308,,,,,,,,,
1217,-0.031175355,0.0205637487,0.00258532468,-0.031175355,,,,,,,,,
1218,-0.0370618806,0.0268630464,-0.000846964438,-0.0370618806,,,,,,,,,
1219,-0.041188873,0.034127897,-0.00522877822,-0.041188873,,,,,,,,,
1220,-0.0210440401,0.0249159096,-0.0109811029,-0.0210440401,,,,,,,,,
1221,-0.0173218255,0.024899115,-0.0102575857,-0.0173218255,,,,,,,,,
1222,,0.0360659644,,,,,,,,,,,
